name_model;seed;1;100;200;300;400;500;600;700;800;900;1000;sum_rewards;mean_rewards
pid;15;-0.7228548830855637;-0.3988213923249518;-0.1506298750888469;-0.09725874375892155;-0.061704614508335864;-0.05239928964560548;-0.06694249850745534;-0.047825767490571984;-0.04261117487436406;-0.013265131089520545;-0.013843126067566637;-129.7025021364914;-0.1297025021364914
pid;15;-0.7228548830855637;-0.3998887788196588;-0.15179570943373527;-0.0956844009179979;-0.060967222647434545;-0.052018154203507874;-0.06017636791159448;-0.03911091909112579;-0.03178925893483465;-0.017857376814980622;-0.03523472054846673;-125.04633303101325;-0.12504633303101326
pid;15;-0.7228548830855637;-0.39986349325833337;-0.15179355526089397;-0.09572931147106334;-0.06096082181233214;-0.05194734530753922;-0.06078610728517365;-0.03859884740793423;-0.034471537130626555;-0.03512463119191793;-0.023394367716687542;-126.41216357192613;-0.12641216357192614
pid;15;-0.7228548830855637;-0.5476588725643239;-0.35620500209351;-0.31382559116408804;-0.29362957949702423;-0.26895459125212634;-0.25551382839377834;-0.2414972206145515;-0.235665816678587;-0.22738446575486249;-0.22301805212797363;-324.0099744210538;-0.32400997442105384
pid;15;-0.7228548830855637;-0.5476588725643239;-0.35620500209351;-0.31382559116408804;-0.29362957949702423;-0.26895459125212634;-0.25551382839377834;-0.2414972206145515;-0.235665816678587;-0.22738446575486249;-0.22301805212797363;-324.0099744210538;-0.32400997442105384
pid;15;-0.7228548830855637;-0.26962857099379195;-0.04748153201494387;-0.04460332456235233;-0.02510408022039892;-0.009135893282586663;-0.014236146398329211;-0.01841747695416321;-0.024877451445761176;-0.029588567497079627;-0.006829878340478963;-85.53179452567011;-0.08553179452567011
pid;15;-0.7228548830855637;-0.289713321402887;-0.07682655429381512;-0.10678919660307919;-0.0672959111371226;-0.038799084911414115;-0.021973961134425974;-0.055288782208943336;-0.04860934615118827;-0.039041856577130475;-0.032332111219094885;-109.59817730756328;-0.10959817730756327
pid;15;-0.7228548830855637;-0.32764638219745773;-0.07252446847541458;-0.034948482284429636;-0.03045136910816074;-0.020007735386035112;-0.017893314533246055;-0.016467691758915177;-0.025985624918449447;-0.015885615915599855;-0.02211799687123153;-94.00153860369873;-0.09400153860369874
pid;15;-0.7228548830855637;-0.3006006997362086;-0.054096915360441526;-0.04337012734569302;-0.030340153972345216;-0.018359206628531213;-0.030727347069713754;-0.0037928517207496118;-0.010750898674950922;-0.031194221074542283;-0.026462102245749786;-88.73756445623756;-0.08873756445623757
pid;15;-0.7228548830855637;-0.26785423517727935;-0.06717969775971624;-0.024503681036094224;-0.0360390967597784;-0.02894693087131033;-0.0050652241949838495;-0.006963408407152691;-0.029278757992232167;-0.023684876235139637;-0.007377445572253848;-85.31210809179903;-0.08531210809179904
pid;15;-0.7228548830855637;-0.26958102722955785;-0.04708152219871754;-0.045675158599161235;-0.029157698658378944;-0.010939080458206343;-0.013629228212326667;-0.021347700464294038;-0.01629564227203514;-0.03211133993610747;-0.038740481769687245;-85.03862569779739;-0.08503862569779738
pid;15;-0.7228548830855637;-0.269784876844212;-0.04566706481335892;-0.04574959196081262;-0.0313301834231245;-0.008126392419446992;-0.012295196998768942;-0.020479055327234937;-0.011824571745713401;-0.028550521250694304;-0.036840607212958836;-85.01209049953685;-0.08501209049953685
pid;15;-0.7228548830855637;-0.26958102722955785;-0.04708152219871754;-0.04522317178115002;-0.02918565076543896;-0.013165360236051731;-0.017139609536644687;-0.019285076875059776;-0.026995769225227683;-0.022725262507968285;-0.0185143671069364;-85.60997589762283;-0.08560997589762283
pid;15;-0.7228548830855637;-0.32889350930438377;-0.07943930311635511;-0.061010946754803716;-0.04818903542388333;-0.03454675500673954;-0.0299875842761711;-0.034648026166245696;-0.016927731434414315;-0.01010875886166144;-0.028730549664833904;-96.49906654439499;-0.096499066544395
pid;15;-0.7228548830855637;-0.4538158438936316;-0.2635702236768652;-0.19569187636441016;-0.1888196483042624;-0.17144689202898014;-0.16004634645728252;-0.13647059406606082;-0.1136769659259252;-0.08966079568059163;-0.07578544614029652;-216.3140091026149;-0.2163140091026149
pid;15;-0.7228548830855637;-0.24804953146337125;-0.04028921861958428;-0.03565207146488261;-0.027550524317709192;-0.04125482592003962;-0.023756078141116202;-0.0176505765377388;-0.02295535218930474;-0.05097593779195569;-0.01177765931245269;-81.32733009799215;-0.08132733009799215
