name_model;seed;1;100;200;300;400;500;600;700;800;900;1000;sum_rewards;mean_rewards
pid;0;-0.6958145510504269;-0.3918916134968601;-0.13729651799164194;-0.052824593386002996;-0.025472935442235767;-0.018768234000943195;-0.011393097357333666;-0.010237894291600512;-0.011207588464290676;-0.00811256229038412;-0.007761698050434814;-102.94335644960596;-0.10294335644960596
pid;1;-0.4205149043726533;-0.13518895325034708;-0.043757458388595176;-0.050443123735563304;-0.02727317772005043;-0.015493392375832861;-0.011358749433520169;-0.010023078629694041;-0.00388991996315745;-0.003936081916518303;-0.00501942998532596;-50.87112915755888;-0.050871129157558884
pid;2;-0.4132909989557089;-0.016759902445622248;-0.014459523087015909;-0.005468509403567646;-0.006005394536990733;-0.0020573436709233257;-0.006641318386423215;-0.0032748976322829527;-0.005536304603162326;-0.003104021760041704;-0.00570953788017582;-28.353393146139325;-0.028353393146139324
pid;3;-0.47085776298465143;-0.15898337109455607;-0.08351172324843886;-0.046412928647770524;-0.033431909138571615;-0.017499203831251944;-0.008440818366412282;-0.007962359677715584;-0.004053809229390153;-0.0027120011687021117;-0.005095493783997832;-59.4483764054318;-0.0594483764054318
pid;4;-0.39602182165088046;-0.09003791396207352;-0.03542964934127218;-0.018510707210084788;-0.011997535622768769;-0.011435653518054333;-0.009332366333355869;-0.005441677646128526;-0.0035212656244160614;-0.002277337946160651;-0.006569270692292104;-43.02828499272263;-0.04302828499272263
pid;5;-0.5030319241108872;-0.07833513990045651;-0.01963496842656532;-0.01166551885813939;-0.01246464048942177;-0.01213483016433664;-0.004366008120808514;-0.006778235295394764;-0.006188570163223181;-0.0021663157228237542;-0.0024548339849620603;-39.39786324684699;-0.039397863246846986
pid;6;-0.45910947501271293;-0.20325262576669212;-0.04593892512425252;-0.0231626081415577;-0.020149101672681757;-0.012341633751105488;-0.012413638628636347;-0.001921418606009971;-0.013502683642121609;-0.007842185910137675;-0.007880740393955546;-55.53599856926096;-0.05553599856926096
pid;7;-0.4981727662853006;-0.1440529765390885;-0.031215941832184627;-0.015193361153543368;-0.013305836153669388;-0.004636114291738731;-0.005235722256327335;-0.0026086083092213773;-0.0041420677780633006;-0.0016088269234417348;-0.005236163489444645;-45.800111202753875;-0.045800111202753874
pid;8;-0.3253135024977403;-0.017815258460839055;-0.013132932985841785;-0.012266931630994094;-0.0048154304249779;-0.0043757429405562554;-0.003816953845763947;-0.0031003502107360857;-0.005328981822457199;-0.003584046341106415;-0.0032823515251855697;-24.489819436459396;-0.024489819436459396
pid;9;-0.23580818460546196;-0.02195021299294562;-0.010947500517247421;-0.005973178960477647;-0.0054776419509356454;-0.0020817075275914266;-0.0025041307561985107;-0.003170877570283295;-0.0038862290585105616;-0.0026188260698331574;-0.0036220092762134703;-18.6123723487263;-0.0186123723487263
pid;10;-0.5319899585091131;-0.29748773594121247;-0.12862645306913695;-0.11352914050052446;-0.07997226763835734;-0.09227359406388472;-0.052724983277559964;-0.03193820294542254;-0.02158432328186175;-0.016314104261568464;-0.008572092949706319;-110.7285350646055;-0.11072853506460549
pid;11;-0.38054254986520636;-0.10859139370187125;-0.028478361345559918;-0.01648971749715123;-0.011199237192013002;-0.01069466120606343;-0.007074503865851796;-0.00448742670317715;-0.0031797547430901093;-0.003801066026746771;-0.003165509984518695;-40.204736193574554;-0.04020473619357456
pid;12;-0.12491582199765867;-0.004287941771729617;-0.002959570452872935;-0.0021525872476054076;-0.0019159631270309098;-0.0012803641123813945;-0.0016180461401748242;-0.0007898618206097848;-0.0019438201724095248;-0.0018088686245422614;-0.0011859318724413686;-5.935608755861401;-0.0059356087558614015
pid;13;-0.29044374946045165;-0.03127441797315162;-0.02036997861430777;-0.010459879486530682;-0.008243431842095784;-0.0076706933425352165;-0.0041806406752351675;-0.003790101483864765;-0.0021999064087717774;-0.0036565950508482934;-0.0035623609585491082;-28.14962356601237;-0.02814962356601237
pid;14;-0.597407571842622;-0.2648953142842758;-0.1361871229461044;-0.08059444614913325;-0.056376087070854265;-0.034410485753551726;-0.015957731101599572;-0.011360620526259095;-0.004244474043277071;-0.00426631530536642;-0.004688609781603511;-90.76754230585291;-0.09076754230585292
pid;15;-0.7228548830855637;-0.44828772421488494;-0.25397140311827937;-0.20644499247321862;-0.17654312753451945;-0.0909834468893169;-0.07459279638953659;-0.029932742723678008;-0.02491176282150916;-0.010002476303292741;-0.009775410610063357;-167.7387244718334;-0.16773872447183338
pid;16;-0.6355456884816649;-0.29273946207913826;-0.1355406206992296;-0.05167719175159174;-0.03903212845732127;-0.011873527049913015;-0.009594714841932979;-0.009631892703375755;-0.0028732190834711;-0.002820945833114343;-0.0022746675687257733;-88.5664897930726;-0.0885664897930726
pid;17;-0.5192675764115963;-0.05951521036416513;-0.05216574159698209;-0.03431292930371023;-0.012550778957949926;-0.012979788433494356;-0.005500454382428608;-0.009817502920766462;-0.006162413042076859;-0.005158064572239232;-0.004039328068120529;-45.324387548848556;-0.04532438754884856
pid;18;-0.48279033401945326;-0.02043009785334103;-0.02002171930546654;-0.014144614457090867;-0.006438352358803632;-0.0047934959764391275;-0.003785216032915536;-0.005446137424068797;-0.002741362644309921;-0.004863913877438494;-0.004729292644916118;-32.76355555055247;-0.032763555550552464
pid;19;-0.4303058360523877;-0.15052016918312336;-0.06899517404381629;-0.07038496523921077;-0.04629683104741733;-0.025682030004891575;-0.01865091499629805;-0.014230281975044745;-0.008788119428594204;-0.00666848129066699;-0.0018294452190817936;-59.000703629951936;-0.05900070362995193
