name_model;seed;1;100;200;300;400;500;600;700;800;900;1000;sum_rewards;mean_rewards
pid;13;-0.29044374946045165;-0.03135642000087814;-0.020272220608663283;-0.010557208452159293;-0.008227489709826187;-0.007656889007714644;-0.0041559021667752286;-0.003804143355364982;-0.0022221963567530785;-0.003596852499604904;-0.003570074859188543;-28.150617878474606;-0.028150617878474605
pid;14;-0.597407571842622;-0.2649029187423673;-0.1361329014000327;-0.08060490913333938;-0.05635718102613595;-0.03442013288030958;-0.016059793722181095;-0.011270450903351733;-0.004174736331791006;-0.004246071731547812;-0.004670817658247753;-90.76093441656906;-0.09076093441656906
pid;15;-0.7228548830855637;-0.44829298149421665;-0.25264868412680597;-0.20642799722066255;-0.1765401435906047;-0.09098471511223404;-0.07468553678287061;-0.029909000610792064;-0.02487191054203047;-0.00990379645785321;-0.0097373380386906;-167.71715863161964;-0.16771715863161965
pid;16;-0.6355456884816649;-0.2927553334001859;-0.13557816283161714;-0.05167935840600962;-0.039047585919097114;-0.011887993182812853;-0.00952584878127238;-0.009631031822656861;-0.002859025578659702;-0.0028630636700898255;-0.002310263914380481;-88.58381365824008;-0.08858381365824007
pid;21;-0.514749156099874;-0.28254606826628775;-0.1148717819061961;-0.10605867727319743;-0.08307023782227581;-0.08454929342897752;-0.05578248243232662;-0.03557158905945177;-0.02377511391460133;-0.015069171393690378;-0.011738487663127383;-105.57705854180055;-0.10557705854180055
pid;22;-0.49205400391993037;-0.14444137807245244;-0.0243775926949122;-0.01671899473277374;-0.00816778168006276;-0.003969257095830833;-0.00579946306248045;-0.0035681134897049263;-0.004334838325040684;-0.0010191811636771396;-0.008796303615520558;-47.25077085302171;-0.04725077085302171
pid;23;-0.5770195354220602;-0.20664657891155885;-0.0951898317141098;-0.07671810306948233;-0.03575323434207488;-0.016442016166242617;-0.012189439528155835;-0.011170698502487472;-0.005759508648378554;-0.007522437549289464;-0.006360061897406401;-72.48199366337687;-0.07248199366337688
pid;24;-0.4411888584112873;-0.13137215105894587;-0.042532134104332035;-0.048378691037990265;-0.025856922494540874;-0.0193674124198639;-0.0076146656419002956;-0.005005441868246147;-0.004312833198626641;-0.00292471803766499;-0.003893449847912996;-51.254137160179;-0.051254137160179
pid;25;-0.29099709359734915;-0.0445788320133918;-0.011912318539654406;-0.007038466175200504;-0.0075957402424447415;-0.012673448480398376;-0.005904830884807783;-0.0050481568753468304;-0.0034268277082910234;-0.0029212597908157964;-0.002645975157678802;-25.69328112877104;-0.02569328112877104
pid;26;-0.25095153364626344;-0.012577838724797603;-0.007891950113685311;-0.002797750388820341;-0.004570899739632695;-0.002590288011456931;-0.0031952453585685566;-0.0033794691131950987;-0.0015559620949669045;-0.003699259402670946;-0.004884747580723307;-16.536330899644167;-0.016536330899644167
pid;27;-0.4047981325626621;-0.07750177309970578;-0.02989527392055122;-0.020671733786528295;-0.016155885465046163;-0.00431826267320088;-0.0026169205925340193;-0.007612166492192807;-0.0028950910091294925;-0.0043527477840360155;-0.004124261737502105;-40.99576727066227;-0.04099576727066227
pid;28;-0.6484672234684874;-0.17713790191715525;-0.029021863053781436;-0.014564724037435943;-0.01136779859518285;-0.013845572536308184;-0.009160571731774321;-0.011905979653780891;-0.006109116146151675;-0.005525010538571261;-0.006414845782567716;-56.25550888026809;-0.05625550888026809
pid;29;-0.7815047915189443;-0.3701660719978044;-0.033978661997690666;-0.011779736779048155;-0.012212056753181148;-0.005010711506406832;-0.009027464013812327;-0.0029211580322342947;-0.008074705285686764;-0.009162586331161458;-0.007025301042050219;-85.89371350332264;-0.08589371350332264
pid;30;-0.48171345333232407;-0.21393306021847808;-0.06620714102427831;-0.06940481071350263;-0.0473167911768112;-0.024770581345453492;-0.021234632545882388;-0.020149700136776753;-0.011789280038443236;-0.007270498753440937;-0.007074186648699691;-73.32964825423;-0.07332964825423
pid;31;-0.49295586239405303;-0.2462313612827938;-0.11740371348107191;-0.09775351402902335;-0.09659840459385045;-0.056574731539336766;-0.03353729437090823;-0.02518127413557478;-0.018636593050695864;-0.011660336101065816;-0.003065918288816468;-92.23702834460191;-0.09223702834460192
pid;32;-0.5431899826675897;-0.2783688237314285;-0.11957839938120599;-0.09520150707886484;-0.12579477797057773;-0.0727253572331943;-0.040246666575477895;-0.022869897935035282;-0.017416819859412586;-0.01302611781394834;-0.008090775844917757;-103.02076584214409;-0.10302076584214409
pid;33;-0.4109731022157108;-0.06787225251277526;-0.037468283965235355;-0.021403224773051135;-0.007913811444389362;-0.0063572762420547;-0.004230142488384069;-0.0007431961681882846;-0.0030606144225380476;-0.005966011901063848;-0.003971873121601166;-40.82022963375593;-0.04082022963375593
pid;34;-0.6248013584675104;-0.35827528807693937;-0.21147133839847498;-0.17988314684108558;-0.149761822189929;-0.07111914915274754;-0.05996884997755466;-0.03052698055077915;-0.017020324152080244;-0.011353847031732476;-0.008984384425997867;-137.49393801994935;-0.13749393801994936
pid;35;-0.23502652602646065;-0.01267613410666689;-0.0056434453825084515;-0.002473342706789427;-0.005098771268216145;-0.006702854941701471;-0.0038976652494622233;-0.0028140219868954025;-0.0022061818647804246;-0.0015265892127467669;-0.0031835210474612905;-14.362414058013472;-0.014362414058013473
pid;36;-0.4934813724120883;-0.16291504887603592;-0.10637827452712768;-0.09021767368428135;-0.08611533171563865;-0.04588007155994328;-0.03024958175100462;-0.015730214681875403;-0.01129666157007294;-0.0066942081879591995;-0.004615262639437137;-75.77637692167715;-0.07577637692167716
pid;37;-0.5483195304652827;-0.2389140297638237;-0.041483937099727954;-0.021552633430215747;-0.008986409338322007;-0.014182773492968157;-0.007609368830339042;-0.0017817474298652243;-0.0037443567867035286;-0.00927419216049315;-0.004878194284225701;-60.60787557061166;-0.06060787557061166
pid;38;-0.48243066196033113;-0.21883230516317217;-0.06853809550198645;-0.05988865573103213;-0.03602540278097624;-0.019470209713294228;-0.01296169292062753;-0.010664237438616737;-0.004522976607060556;-0.005723564906115295;-0.01209799881234851;-67.66214859526013;-0.06766214859526014
pid;39;-0.3503872084000324;-0.029392935425360325;-0.05892862294589128;-0.025996581564659952;-0.011439837938683847;-0.007534494115174406;-0.005011293128570952;-0.0036229518578027205;-0.002717891487420292;-0.002329511591641081;-0.0021844550207488394;-29.330165768362065;-0.029330165768362063
pid;40;-0.4533014173360411;-0.18722560314149858;-0.09295594857627983;-0.10135718918527313;-0.05109008553311962;-0.03610339582767241;-0.0239662471903677;-0.012956880427852802;-0.012800971025739502;-0.012507770799776127;-0.009632683183452916;-71.14490580365903;-0.07114490580365902
pid;41;-0.24871385972012094;-0.00941181502985771;-0.003755523956216985;-0.001850085186635055;-0.0026891574936376236;-0.0026017572885913783;-0.0013426569018568117;-0.003424929203271974;-0.0015882917272053443;-0.0025960472731466886;-0.0028315937952141327;-13.642210175483946;-0.013642210175483945
pid;42;-0.37485926073149894;-0.08474603949483445;-0.06327105363728844;-0.05048770470504606;-0.028690528434697132;-0.017970082695543274;-0.012513225648623007;-0.009041038110031182;-0.003833641101790053;-0.004734139237409623;-0.00412297422076274;-42.57678994170716;-0.04257678994170716
pid;43;-0.47784723046877503;-0.17334884948825868;-0.06732641947294417;-0.0805539040403993;-0.04352640666389149;-0.03397617631657759;-0.019671835957459784;-0.009230337332070869;-0.005851594356569626;-0.003330388055810617;-0.0010033762999919287;-66.03427985608658;-0.06603427985608658
pid;44;-0.6827175527739238;-0.28459294980947036;-0.09242309663641758;-0.11810982110334034;-0.08280086557362042;-0.030397814034291162;-0.018120986450800947;-0.013680370537261817;-0.008374100501703117;-0.005100567022040277;-0.008129702911126878;-98.74604322293202;-0.09874604322293201
pid;45;-0.6303332041621126;-0.11933135483122954;-0.04571973183730254;-0.03185130265492399;-0.023926846720209987;-0.012620251444227296;-0.006699368639266147;-0.004303495445456244;-0.006028362349495921;-0.00463101478236956;-0.006760437565216492;-58.21593528424376;-0.058215935284243764
pid;46;-0.31453019744450555;-0.06164712771351213;-0.02546025379323246;-0.018567880415066813;-0.013744666805233207;-0.009798720615514761;-0.008560776609892002;-0.0027140715102158906;-0.003958317947873975;-0.002953023715739395;-0.0028204670799797183;-30.235111244260473;-0.03023511124426047
pid;47;-0.5081276256519418;-0.20020370729479248;-0.058192430225664886;-0.06538695183278974;-0.04536957508877147;-0.0345018447499;-0.020075975245587394;-0.007670150151226726;-0.0036050133953249085;-0.002991899445821019;-0.004910523478780047;-71.38967293210592;-0.07138967293210592
pid;48;-0.22007814524379643;-0.004247811266562329;-0.005185069032357188;-0.00296749311958501;-0.002802827760065737;-0.0032671039683312047;-0.002853253638823713;-0.00595529028524657;-0.0025860533100180378;-0.0016999462466171797;-0.0021930586403491577;-12.670861840204232;-0.012670861840204231
pid;49;-0.692500880360803;-0.17206105577980702;-0.04449897522133303;-0.027196217015447402;-0.019187392309337095;-0.0065698607462334755;-0.00563200084348861;-0.007326082054251334;-0.007873320652331251;-0.0042502093311963295;-0.0076175711657572994;-61.518094903605515;-0.06151809490360551
