name_model;seed;1;100;200;300;400;500;600;700;800;900;1000;sum_rewards;mean_rewards
pid;1;-0.4205149043726533;-0.13517021253264613;-0.04376237682074185;-0.05045361850853602;-0.027265018550804713;-0.01545295214469722;-0.011310390252393504;-0.0100211893178386;-0.003868159607653692;-0.003943756290836305;-0.005015711203961762;-50.859284980606574;-0.05085928498060657
pid;2;-0.4132909989557089;-0.016734267801214443;-0.01446332290608844;-0.005447411376593758;-0.006034345164267112;-0.0020636975660260587;-0.0065405321781299135;-0.003296053704551484;-0.005540201284675647;-0.003142202859817483;-0.005709096742354384;-28.34510479720201;-0.02834510479720201
pid;3;-0.47085776298465143;-0.15439791276095804;-0.08327511689209288;-0.04614018898550911;-0.03355601118107611;-0.017652095775722736;-0.008250876978762554;-0.008344424349178252;-0.00419002280062164;-0.0026215851054003213;-0.005099546058659146;-59.37431232482686;-0.05937431232482686
pid;4;-0.39602182165088046;-0.09001964955050257;-0.03543998581923067;-0.01859585573887192;-0.011988231195422298;-0.011411197881282987;-0.009399100995554511;-0.005538218661911133;-0.0035519383788433787;-0.0023433856697588776;-0.007253523050932664;-43.01809727542129;-0.04301809727542129
pid;5;-0.5030319241108872;-0.07833513990045651;-0.01963496842656532;-0.01166551885813939;-0.01246464048942177;-0.01213483016433664;-0.004366008120808514;-0.006778235295394764;-0.006221016753525225;-0.0020947477425280856;-0.0025360868257980128;-39.395211728473335;-0.03939521172847334
pid;6;-0.45910947501271293;-0.20314055332987527;-0.04590692593493845;-0.02317097852578967;-0.02014638450120213;-0.012268838137697673;-0.012363495171676125;-0.0019226508873950358;-0.013537493368002893;-0.007853824375958652;-0.007885299651914755;-55.52607688791152;-0.05552607688791152
pid;7;-0.4981727662853006;-0.1440529765390885;-0.031215941832184627;-0.015193361153543368;-0.013305836153669388;-0.004649211433760071;-0.0052234821671302495;-0.0020512966060342802;-0.004167906027618222;-0.0015886572808824573;-0.005239522268354738;-45.800276545907415;-0.04580027654590742
pid;8;-0.3253135024977403;-0.017939849295105732;-0.013169457627628329;-0.012018718692203363;-0.004839589675594542;-0.004375012295178449;-0.003783560088214683;-0.003056511455326893;-0.005421270275041379;-0.0036047736503796437;-0.003238930382133257;-24.484026457082518;-0.024484026457082517
pid;9;-0.23580818460546196;-0.023396667638357814;-0.011233527874578673;-0.00614759303946651;-0.0054084541542833205;-0.0018814393714290808;-0.0024217833360946064;-0.0030667482539900376;-0.00402681644166232;-0.0028844086755257024;-0.003272714906394297;-18.7175389110132;-0.0187175389110132
pid;10;-0.5319899585091131;-0.2974842059398253;-0.12862341302978705;-0.11353437697085016;-0.07996460224518562;-0.09226539585084802;-0.05272824102898964;-0.03193844295081048;-0.021560206926014354;-0.016317468628904878;-0.008610222073568263;-110.7202350350189;-0.1107202350350189
pid;11;-0.38054254986520636;-0.1085986271117355;-0.0285665463432769;-0.01653425425283002;-0.011369850268059253;-0.010747999107090794;-0.007274320649014855;-0.004420740930900922;-0.0031364916136732953;-0.0037898132442509393;-0.0031102537097137503;-40.191866985466405;-0.0401918669854664
pid;12;-0.12491582199765867;-0.004287941771729617;-0.002959570452872935;-0.0021525872476054076;-0.0019159631270309098;-0.00128036260578469;-0.0016180433811073458;-0.0007722101767525276;-0.001966323344307337;-0.001805066610967417;-0.001182925028404562;-5.935056185701714;-0.005935056185701714
